Review_ID,Game_Name,Ratings,Users,Game_Category,Game_Genre,Date_of_Remarks,Remarks
129,Galaxiga: Classic Arcade Game,4.7,"166,907",Top Free,Arcade,"December 25, 2021","Dont chase gold it doesn't get you anything needful. Blue coins are what you need. A lot of times the ads won't let you go back to game, so you lose. Eventually, to evolve ship you cant just pay one blue coin price, requires more boxes to open. Forget the box 5/50 it will not give you the prize."
130,Galaxiga: Classic Arcade Game,4.7,"166,907",Top Free,Arcade,"December 20, 2021",Experiencing lots of glitches primarily energy refills. Will only fill when the game is open and at random increments. Might be a fun game if it worked correctly.
131,Galaxiga: Classic Arcade Game,4.7,"166,907",Top Free,Arcade,"December 23, 2021","Hello I love this game, but I purchased 240 gems for $2.99 on 12/22/2021 and I have yet to receive them. I have the google purchase receipt. I wanted to purchase more but I didn't want the same result. Please let me know how to rectify this situation. Thanks."
132,Galaxiga: Classic Arcade Game,4.7,"166,907",Top Free,Arcade,"December 26, 2021","I really like this game so far! Some things you can get for adds, some stuff you can get from events, but, some you still have to buy. Game play is fun, except when you lose, but that's a given."
133,Paper Fold,4.6,"547,946",Top Free,Puzzle,"January 5, 2022","I don't really like it. The ad is horrible, it says it is so challenging when it is as easy as saying the frickin letter a. Second the ad has music and whatever, But this app just has some Dr. Panda music. If your going to make an ad make it truthful and not a fake version."
134,Paper Fold,4.6,"547,946",Top Free,Puzzle,"January 6, 2022","Game it's self is okay, I like that there is no ads but I do have one problem and that is false advertising because in the ads and photos you can see the shape before you flip them which is not actually the case in the real game."
135,Paper Fold,4.6,"547,946",Top Free,Puzzle,"December 23, 2021","This game was okay. It wasn't as challenging as the ads showed it to be but it was still pretty much what I wanted, But the ads are to much. I don't want a ad every few seconds. 2 minutes of playing=5 ads.. But other wise it's fine"
136,Paper Fold,4.6,"547,946",Top Free,Puzzle,"December 23, 2021","Fun simple puzzle game, but don't bother with paying for no commercials, to claim any rewards or backgrounds you still have to watch them. Paying to use an app with ""no ads"" should take them all away not make you watch them to get ""rewards"" that should be earned through play!"
137,Paper Fold,4.6,"547,946",Top Free,Puzzle,"December 30, 2021","This game is ok, perfect to play when your board or sad, but too many ads! 1 every 3 or 2 rounds, maybe even 1! Please fix it, I keep getting the same ad 5 times then a different simply piano ad, same padern again and again! Please fix it."
138,Paper Fold,4.6,"547,946",Top Free,Puzzle,"December 24, 2021","This is not a bad game, but there are way to many ads though. When I am done with 2 rounds there is an ad over and over again. So I would give ut a give star but there are to many ads."
139,Paper Fold,4.6,"547,946",Top Free,Puzzle,"January 5, 2022","boring, in the adds its shows the folding going with music but there is no music in the game. Don't waste your time to get this, it is completely horiffic."
140,Paper Fold,4.6,"547,946",Top Free,Puzzle,"January 2, 2022",nice but there's no music like the app and add said so I give. it a three. if there was music I would give it a five. and for some reason I feel like people would only complain about adds. 🥱😀😄😍
141,Paper Fold,4.6,"547,946",Top Free,Puzzle,"January 1, 2022","So I am really liking this game, but it's just that in the ad, it had music but it doesn't have any music. That's not good at all because I need music to be vibing."
142,Paper Fold,4.6,"547,946",Top Free,Puzzle,"December 31, 2021","I give this a four star rating because the game it's fun but I saw in the ads it had music with it like parts of the song but when I played it it had no music , plus I want to be hard it's too easy ."
143,Paper Fold,4.6,"547,946",Top Free,Puzzle,"January 6, 2022",For me there is to much adds but it's really fun and it kinda tricks you inta thinking there will be a song you have to put together but overall it's a great game
144,Paper Fold,4.6,"547,946",Top Free,Puzzle,"December 19, 2021",This is a game of folding and folding but to many ads and it is annoying sometimes because of the ads. But also they need harder levels. I honestly will give it a solod 4
145,Paper Fold,4.6,"547,946",Top Free,Puzzle,"January 6, 2022",The same thing over and over it's not even hard the ad looks more fun then the real game and it's not fun at all.
146,Paper Fold,4.6,"547,946",Top Free,Puzzle,"December 28, 2021",The only reason I played this was because of how mad I got at the ads. But this game has no challenge and the ads are everywhere
147,Paper Fold,4.6,"547,946",Top Free,Puzzle,"January 3, 2022",Um this is a fun game there is like no adds at all allthogh this game is fun there is some issues so it does get a little boring but I don't care it is fun entertaining and awesome!
148,Paper Fold,4.6,"547,946",Top Free,Puzzle,"December 26, 2021","it's a great game, it's very fun and addicting. I haven't come across any ads yet, so that's good. 4/5, I recommend you play it."
149,Paper Fold,4.6,"547,946",Top Free,Puzzle,"December 23, 2021",I like this game but it's kinda complicated to fold and you are just spending so much time just for a fold and it gets confusing and you are just wasting time
150,Paper Fold,4.6,"547,946",Top Free,Puzzle,"December 22, 2021","This game, in my opionion is very good for uour brain and helps you solve out mysterys. For all the people who like solving mysterys, this game is for you!!"
151,Paper Fold,4.6,"547,946",Top Free,Puzzle,"January 4, 2022",its pretty easy and it gives you something fun to do while you are on a long drive ( as a pasenger of corse ).
152,Paper Fold,4.6,"547,946",Top Free,Puzzle,"December 29, 2021","Fun game but the ad is more challenging then the real experience, I wish it was harder."
153,Paper Fold,4.6,"547,946",Top Free,Puzzle,"December 24, 2021",this game is amazing it helps me learn how to do puzzles and it helps my concentration when things are in bad condition I hope this helps
154,Paper Fold,4.6,"547,946",Top Free,Puzzle,"December 24, 2021",still makes you go through ad watching for themes and harder levels. Wouldn't have paid for the no ads if I had known that.
155,Paper Fold,4.6,"547,946",Top Free,Puzzle,"December 25, 2021",This is a challenging but fun game I recommend you all playing and especially if you're bored or sad.
156,Paper Fold,4.6,"547,946",Top Free,Puzzle,"December 28, 2021","The nice game. There aren't any ads, but im sure there will be some in the future. Good job!!"
157,Paper Fold,4.6,"547,946",Top Free,Puzzle,"January 4, 2022",Nothing like the ad the music doesn't go with the game like it made it look. It's not even hard too bro I'm on level fifty seven and it's been afew minutes. Smh it's a scam don't play
158,Paper Fold,4.6,"547,946",Top Free,Puzzle,"January 1, 2022",I think its a amazing app like it might be hard it actually gets u out of stress so paper fold is the most best game I ever played but not even better than Toca boca it will never be better then Toca because not ever I don't even know why I rated this a 5 Toca because is better so so so so sorry
159,Paper Fold,4.6,"547,946",Top Free,Puzzle,"January 2, 2022","Fun but after a while, the images repeat themselves which is misleading because you think you already passed those levels"
160,Paper Fold,4.6,"547,946",Top Free,Puzzle,"January 5, 2022",The Game is not what I was thinking it was going to be also all the ads everytime you play one game I don't like that
161,Paper Fold,4.6,"547,946",Top Free,Puzzle,"December 31, 2021","it's great bc it has kinda good ads some are inappropriate but it's good I don't play it anymore so yeah the m happy with what I got but yeah, that's kinda sort of what I like about it."
